All calculations;Synchronous Machine;Synchronous Machine;Synchronous Machine;Synchronous Machine;Synchronous Machine;Synchronous Machine;Synchronous Machine(1);Synchronous Machine(1);Synchronous Machine(1);Synchronous Machine(1);Synchronous Machine(1);Synchronous Machine(1);Synchronous Machine(12);Synchronous Machine(12);Synchronous Machine(12);Synchronous Machine(12);Synchronous Machine(12);Synchronous Machine(12);Synchronous Machine(2);Synchronous Machine(2);Synchronous Machine(2);Synchronous Machine(2);Synchronous Machine(2);Synchronous Machine(2);Synchronous Machine(21);Synchronous Machine(21);Synchronous Machine(21);Synchronous Machine(21);Synchronous Machine(21);Synchronous Machine(21);Synchronous Machine(26);Synchronous Machine(26);Synchronous Machine(26);Synchronous Machine(26);Synchronous Machine(26);Synchronous Machine(26);Synchronous Machine(31);Synchronous Machine(31);Synchronous Machine(31);Synchronous Machine(31);Synchronous Machine(31);Synchronous Machine(31);Synchronous Machine(32);Synchronous Machine(32);Synchronous Machine(32);Synchronous Machine(32);Synchronous Machine(32);Synchronous Machine(32);Synchronous Machine(33);Synchronous Machine(33);Synchronous Machine(33);Synchronous Machine(33);Synchronous Machine(33);Synchronous Machine(33)
"b:tnow in s";"n:fehz:bus1 in Hz";"n:u1:bus1 in p.u.";"n:u1:bus1 in p.u.";"m:P:bus1 in MW";"s:firel in deg";"s:outofstep";"n:fehz:bus1 in Hz";"n:u1:bus1 in p.u.";"n:u1:bus1 in p.u.";"m:P:bus1 in MW";"s:firel in deg";"s:outofstep";"n:fehz:bus1 in Hz";"n:u1:bus1 in p.u.";"n:u1:bus1 in p.u.";"m:P:bus1 in MW";"s:firel in deg";"s:outofstep";"n:fehz:bus1 in Hz";"n:u1:bus1 in p.u.";"n:u1:bus1 in p.u.";"m:P:bus1 in MW";"s:firel in deg";"s:outofstep";"n:fehz:bus1 in Hz";"n:u1:bus1 in p.u.";"n:u1:bus1 in p.u.";"m:P:bus1 in MW";"s:firel in deg";"s:outofstep";"n:fehz:bus1 in Hz";"n:u1:bus1 in p.u.";"n:u1:bus1 in p.u.";"m:P:bus1 in MW";"s:firel in deg";"s:outofstep";"n:fehz:bus1 in Hz";"n:u1:bus1 in p.u.";"n:u1:bus1 in p.u.";"m:P:bus1 in MW";"s:firel in deg";"s:outofstep";"n:fehz:bus1 in Hz";"n:u1:bus1 in p.u.";"n:u1:bus1 in p.u.";"m:P:bus1 in MW";"s:firel in deg";"s:outofstep";"n:fehz:bus1 in Hz";"n:u1:bus1 in p.u.";"n:u1:bus1 in p.u.";"m:P:bus1 in MW";"s:firel in deg";"s:outofstep"
3,360000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,370000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,380000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,390000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,400000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,410000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,420000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,430000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,440000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,450000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,460000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,470000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,480000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,490000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,500000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,510000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,520000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,530000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,540000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,550000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,560000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,570000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,580000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,590000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,600000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,610000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,620000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,630000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,640000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,650000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,660000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,670000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,680000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,690000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,700000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,710000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,720000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,730000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,740000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,750000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,760000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,770000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,780000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,790000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,800000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
3,810000;50,000000;0,999422;0,999422;150,000000;28,797028;0,000000;50,000000;1,000000;1,000000;190,000000;15,422529;0,000000;50,000000;1,000000;1,000000;16,666666;3,756743;0,000000;50,000000;1,000000;1,000000;120,000000;18,509660;0,000000;50,000000;1,000000;1,000000;404,000000;43,662521;0,000000;50,000000;1,000000;1,000000;82,500000;52,494240;0,000000;50,000000;1,000000;1,000000;145,000000;25,473820;0,000000;50,000000;1,000000;1,000000;165,000000;19,743958;0,000000;50,000000;1,000000;1,000000;45,470751;0,000000;0,000000
