1.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,1.800000000000000000e+01,2.400000000000000000e+01,1.200000000000000000e+01,2.400000000000000000e+01,3.600000000000000000e+01,4.800000000000000000e+01,2.399999999999999911e+00,4.799999999999999822e+00,7.199999999999999289e+00,9.599999999999999645e+00,1.199999999999999956e+00,2.399999999999999911e+00,3.599999999999999645e+00,4.799999999999999822e+00
3.020408163265306367e+00,1.986486486486486402e+00,3.972972972972972805e+00,5.959459459459458763e+00,7.945945945945945610e+00,3.972972972972972805e+00,7.945945945945945610e+00,1.191891891891891753e+01,1.589189189189189122e+01,7.945945945945944722e-01,1.589189189189188944e+00,2.383783783783783417e+00,3.178378378378377889e+00,3.972972972972972361e-01,7.945945945945944722e-01,1.191891891891891708e+00,1.589189189189188944e+00
5.040816326530612734e+00,1.190283400809716507e+00,2.380566801619433015e+00,3.570850202429149522e+00,4.761133603238866030e+00,2.380566801619433015e+00,4.761133603238866030e+00,7.141700404858299045e+00,9.522267206477732060e+00,4.761133603238865697e-01,9.522267206477731394e-01,1.428340080971659543e+00,1.904453441295546279e+00,2.380566801619432848e-01,4.761133603238865697e-01,7.141700404858297713e-01,9.522267206477731394e-01
7.061224489795918657e+00,8.497109826589595016e-01,1.699421965317919003e+00,2.549132947976878505e+00,3.398843930635838007e+00,1.699421965317919003e+00,3.398843930635838007e+00,5.098265895953757010e+00,6.797687861271676013e+00,3.398843930635838118e-01,6.797687861271676235e-01,1.019653179190751269e+00,1.359537572254335247e+00,1.699421965317919059e-01,3.398843930635838118e-01,5.098265895953756344e-01,6.797687861271676235e-01
9.081632653061223692e+00,6.606741573033708681e-01,1.321348314606741736e+00,1.982022471910112493e+00,2.642696629213483472e+00,1.321348314606741736e+00,2.642696629213483472e+00,3.964044943820224987e+00,5.285393258426966945e+00,2.642696629213483472e-01,5.285393258426966945e-01,7.928089887640449307e-01,1.057078651685393389e+00,1.321348314606741736e-01,2.642696629213483472e-01,3.964044943820224653e-01,5.285393258426966945e-01
1.110204081632652873e+01,5.404411764705883137e-01,1.080882352941176627e+00,1.621323529411764941e+00,2.161764705882353255e+00,1.080882352941176627e+00,2.161764705882353255e+00,3.242647058823529882e+00,4.323529411764706509e+00,2.161764705882353310e-01,4.323529411764706620e-01,6.485294117647059098e-01,8.647058823529413241e-01,1.080882352941176655e-01,2.161764705882353310e-01,3.242647058823529549e-01,4.323529411764706620e-01
1.312244897959183554e+01,4.572317262830482565e-01,9.144634525660965130e-01,1.371695178849144714e+00,1.828926905132193026e+00,9.144634525660965130e-01,1.828926905132193026e+00,2.743390357698289428e+00,3.657853810264386052e+00,1.828926905132192970e-01,3.657853810264385941e-01,5.486780715396578634e-01,7.315707620528771882e-01,9.144634525660964852e-02,1.828926905132192970e-01,2.743390357698289317e-01,3.657853810264385941e-01
1.514285714285714413e+01,3.962264150943395902e-01,7.924528301886791803e-01,1.188679245283018826e+00,1.584905660377358361e+00,7.924528301886791803e-01,1.584905660377358361e+00,2.377358490566037652e+00,3.169811320754716721e+00,1.584905660377358416e-01,3.169811320754716832e-01,4.754716981132074416e-01,6.339622641509433665e-01,7.924528301886792081e-02,1.584905660377358416e-01,2.377358490566037208e-01,3.169811320754716832e-01
1.716326530612245094e+01,3.495838287752675022e-01,6.991676575505350044e-01,1.048751486325802507e+00,1.398335315101070009e+00,6.991676575505350044e-01,1.398335315101070009e+00,2.097502972651605013e+00,2.796670630202140018e+00,1.398335315101069953e-01,2.796670630202139907e-01,4.195005945303209582e-01,5.593341260404279813e-01,6.991676575505349767e-02,1.398335315101069953e-01,2.097502972651604791e-01,2.796670630202139907e-01
1.918367346938775597e+01,3.127659574468085180e-01,6.255319148936170359e-01,9.382978723404254984e-01,1.251063829787234072e+00,6.255319148936170359e-01,1.251063829787234072e+00,1.876595744680850997e+00,2.502127659574468144e+00,1.251063829787233961e-01,2.502127659574467922e-01,3.753191489361701327e-01,5.004255319148935843e-01,6.255319148936169804e-02,1.251063829787233961e-01,1.876595744680850664e-01,2.502127659574467922e-01
2.120408163265306101e+01,2.829643888354186898e-01,5.659287776708373796e-01,8.488931665062560139e-01,1.131857555341674759e+00,5.659287776708373796e-01,1.131857555341674759e+00,1.697786333012512028e+00,2.263715110683349518e+00,1.131857555341674593e-01,2.263715110683349185e-01,3.395572666025023501e-01,4.527430221366698371e-01,5.659287776708372963e-02,1.131857555341674593e-01,1.697786333012511750e-01,2.263715110683349185e-01
2.322448979591836959e+01,2.583479789103690361e-01,5.166959578207380721e-01,7.750439367311071637e-01,1.033391915641476144e+00,5.166959578207380721e-01,1.033391915641476144e+00,1.550087873462214327e+00,2.066783831282952288e+00,1.033391915641476144e-01,2.066783831282952288e-01,3.100175746924428433e-01,4.133567662565904577e-01,5.166959578207380721e-02,1.033391915641476144e-01,1.550087873462214216e-01,2.066783831282952288e-01
2.524489795918367108e+01,2.376717865804365559e-01,4.753435731608731118e-01,7.130153597413096955e-01,9.506871463217462237e-01,4.753435731608731118e-01,9.506871463217462237e-01,1.426030719482619391e+00,1.901374292643492447e+00,9.506871463217461682e-02,1.901374292643492336e-01,2.852061438965238227e-01,3.802748585286984673e-01,4.753435731608730841e-02,9.506871463217461682e-02,1.426030719482619114e-01,1.901374292643492336e-01
2.726530612244897966e+01,2.200598802395209441e-01,4.401197604790418882e-01,6.601796407185628324e-01,8.802395209580837765e-01,4.401197604790418882e-01,8.802395209580837765e-01,1.320359281437125665e+00,1.760479041916167553e+00,8.802395209580837765e-02,1.760479041916167553e-01,2.640718562874251329e-01,3.520958083832335106e-01,4.401197604790418882e-02,8.802395209580837765e-02,1.320359281437125665e-01,1.760479041916167553e-01
